"id","owner","secret","server","farm","title","ispublic","lat","lon","locality","county","region","country"
25761211865,"66647015@N06","8f0feaca0b",1552,2,"Nella tundra",1,46.190667,6.471451,"Onnion","Upper Savoy","Rhone-Alpes","France"
25125498023,"79953255@N02","7854e9de31",1630,2,"4/366 puddle formation",1,47.401052,9.608688,"Balgach","Unterrheintal","Canton of St. Gallen","Switzerland"
25121667894,"79953255@N02","50892c0deb",1692,2,"3/366 Xeya",1,47.41618,9.601366,"","Unterrheintal","Canton of St. Gallen","Switzerland"
25121663484,"79953255@N02","5ac2368d5e",1537,2,"2/366 Lej da Marmorera",1,46.486811,9.64115,"Marmels","Albula District","Canton of Graubunden","Switzerland"
25639641371,"136399492@N06","d2bbc86e95",1529,2,"Funicolare del Campo dei Fiori, anni '10",1,45.864716,8.781445,"Sacro Monte","Varese","Lombardy","Italy"
25577011891,"10806092@N05","02f8460558",1475,2,"particolari invernali",1,46.531388,10.132222,"Livigno","Sondrio","Lombardy","Italy"
25042929893,"10806092@N05","e17bf2ec9c",1497,2,"particolari invernali",1,46.523333,10.133333,"Livigno","Sondrio","Lombardy","Italy"
25550946762,"10806092@N05","782cc30974",1632,2,"particolari invernali",1,46.523333,10.133333,"Livigno","Sondrio","Lombardy","Italy"
25042920423,"10806092@N05","954370df6e",1467,2,"particolari invernali",1,46.531388,10.132222,"Livigno","Sondrio","Lombardy","Italy"
25042915433,"10806092@N05","a256ebf843",1505,2,"particolari invernali",1,46.523333,10.132222,"Livigno","Sondrio","Lombardy","Italy"
25576986251,"10806092@N05","5e1bfd8cd0",1648,2,"particolari invernali",1,46.531388,10.132222,"Livigno","Sondrio","Lombardy","Italy"
25039365714,"97936084@N05","04249d7193",1513,2,"Die Alpen vom Fellhorn aus gesehen",1,47.344347,10.212183,"Kirche","Bregenz District","Vorarlberg","Austria"
25466117062,"94300341@N06","711cde0a57",1441,2,"high valley brembana",1,46.002417,9.759979,"Branzi","Bergamo","Lombardy","Italy"
25445247442,"102981093@N04","9587ae60aa",1584,2,"BusinessJet_E135_M-AAKV_AAK Company_ZRH_20160102_MG_8534_Colormailer_Flickr",1,47.454422,8.566697,"Zurich","Zurich","Canton of Zurich","Switzerland"
25268052690,"102981093@N04","a35951dedc",1646,2,"Qatar Amiri Flight_A332_A7-HHM_non standard cs_ZRH_20160102_MG_8326_Colormailer_Flickr",1,47.448899,8.562175,"Zurich","Zurich","Canton of Zurich","Switzerland"
25443409072,"102981093@N04","6b17a22cc6",1494,2,"EasyJet_A320_G-EZOL_250th aircraft cs_ZRH_20160102_MG_8274_Colormailer_Flickr",1,47.448611,8.561791,"Zurich","Zurich","Canton of Zurich","Switzerland"
25528734026,"102981093@N04","f5de2e8822",1625,2,"BusinessJet_A319_VT-IAH_Reliance Aviation_ZRH_20160102_MG_8513_Colormailer_Flickr",1,47.454188,8.567147,"Zurich","Zurich","Canton of Zurich","Switzerland"
25436273722,"102981093@N04","c56445ba06",1677,2,"Astra Airlines_A320_SX-DIO__ZRH_20160102_MG_8351_Colormailer_Flickr",1,47.453552,8.567772,"Zurich","Zurich","Canton of Zurich","Switzerland"
25259138930,"102981093@N04","d88a8bcd19",1500,2,"Qatar Amiri Flight_A320_A7-MBK_Qatar Airways cs_ZRH_20160101_MG_8126_Colormailer_Flickr",1,47.448661,8.559138,"Zurich","Zurich","Canton of Zurich","Switzerland"
25554696345,"102981093@N04","ae4a659d75",1677,2,"Qatar Amiri Flight_A319_A7-MHH_non standard cs_ZRH_20160101_MG_8205_Colormailer_Flickr",1,47.449036,8.562886,"Zurich","Zurich","Canton of Zurich","Switzerland"
24900894654,"36477533@N00","331816a812",1468,2,"New Years Day",1,47.457866,9.961731,"Hittisau","Bregenz District","Vorarlberg","Austria"
25513521495,"81873680@N00","c4150d4ce2",1672,2,"20160101-_DSC0933",1,47.138186,8.590561,"Mittenageri","Zug","Canton of Zug","Switzerland"
24757369553,"29341615@N03","8e1d9e4750",1504,2,"20160101-143645",1,47.134563,7.200725,"","Biel-Bienne District","Canton of Berne","Switzerland"
25265812882,"29341615@N03","e323744855",1555,2,"20160101-143406",1,47.134255,7.200938,"","Biel-Bienne District","Canton of Berne","Switzerland"
25291054671,"29341615@N03","81fd0dc82e",1556,2,"20160101-143333",1,47.134477,7.200747,"","Biel-Bienne District","Canton of Berne","Switzerland"
25165023856,"124676845@N06","6949bac91b",1634,2,"Jesuit Church in Solothurn",1,47.207973,7.538176,"Solothurn","Solothurn","Canton of Solothurn","Switzerland"
25244041496,"77808440@N00","6842c19a09",1499,2,"Les deux frères",1,46.849523,6.853709,"Estavayer","Broye District","Canton of Fribourg","Switzerland"
25177163761,"77808440@N00","1d5fa919c1",1689,2,"Sofia",1,46.849523,6.853709,"Estavayer","Broye District","Canton of Fribourg","Switzerland"
24639677854,"77808440@N00","b7ed16f5fd",1589,2,"Bass....Fanny",1,46.849523,6.853709,"Estavayer","Broye District","Canton of Fribourg","Switzerland"
25177163721,"77808440@N00","35ab9c06b8",1711,2,"Fanny",1,46.849523,6.853709,"Estavayer","Broye District","Canton of Fribourg","Switzerland"
24551456833,"82667562@N00","05b299ec0e",1627,2,"20160106_135031",1,47.235555,7.170555,"","Jura Bernois District","Canton of Berne","Switzerland"
24547598124,"82667562@N00","fce09b269b",1671,2,"20160106_135414",1,47.252222,7.181388,"","Jura Bernois District","Canton of Berne","Switzerland"
24810580709,"82667562@N00","817d757184",1460,2,"20160106_135607",1,47.265,7.169444,"","Jura Bernois District","Canton of Berne","Switzerland"
25178291135,"82667562@N00","7e4b439422",1627,2,"20160106_140037",1,47.279722,7.227777,"","Jura Bernois District","Canton of Berne","Switzerland"
24882649500,"82667562@N00","d8d8577a0c",1472,2,"20160106_140040",1,47.279444,7.228333,"","Jura Bernois District","Canton of Berne","Switzerland"
24810576729,"82667562@N00","628a375a0b",1616,2,"20160106_140134",1,47.281111,7.227777,"","Jura Bernois District","Canton of Berne","Switzerland"
25085050741,"82667562@N00","c727d87756",1718,2,"20160106_140230",1,47.286944,7.226388,"","Jura Bernois District","Canton of Berne","Switzerland"
25085049311,"82667562@N00","c43ae4d067",1702,2,"20160106_140539",1,47.304444,7.2225,"Undervelier","Delemont","Canton of Jura","Switzerland"
25151942616,"82667562@N00","9d87be9679",1714,2,"20160106_140844",1,47.309444,7.219444,"","Delemont","Canton of Jura","Switzerland"
24882641890,"82667562@N00","5abeed2568",1634,2,"20160106_140904",1,47.309444,7.219444,"","Delemont","Canton of Jura","Switzerland"
24547586534,"82667562@N00","31558a76f7",1508,2,"20160106_140913",1,47.309444,7.219444,"","Delemont","Canton of Jura","Switzerland"
24547584984,"82667562@N00","b87b67afd9",1647,2,"20160106_140931",1,47.309444,7.219444,"","Delemont","Canton of Jura","Switzerland"
24547583624,"82667562@N00","6a69814495",1656,2,"20160106_141212",1,47.309444,7.219166,"","Delemont","Canton of Jura","Switzerland"
24810565499,"82667562@N00","0fc6222c60",1450,2,"20160106_141224",1,47.309444,7.219166,"","Delemont","Canton of Jura","Switzerland"
25060014732,"82667562@N00","6a033e10fe",1468,2,"20160106_142021",1,47.336111,7.205833,"Glovelier","Delemont","Canton of Jura","Switzerland"
25175999255,"134299228@N04","7a6c27b2ce",1453,2,"IMG_0521",1,46.269405,7.35038,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland"
25175994185,"134299228@N04","02dc49f399",1584,2,"IMG_0523",1,46.269397,7.350402,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland"
24880334450,"134299228@N04","c662913a30",1533,2,"IMG_0527",1,46.269433,7.350377,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland"
24808257689,"134299228@N04","56914f5cf4",1669,2,"IMG_0528",1,46.269433,7.350377,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland"
25082728001,"134299228@N04","d6049a3bb7",1594,2,"IMG_0529",1,46.269433,7.350377,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland"
24545267064,"134299228@N04","840d1a6414",1595,2,"IMG_0514",1,46.269416,7.350388,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland"
24880318780,"134299228@N04","f85bd04f7b",1510,2,"IMG_0515",1,46.269405,7.35038,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland"
25175957745,"134299228@N04","135c238e64",1646,2,"IMG_0516",1,46.269405,7.35038,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland"
25175931715,"134299228@N04","f9100ef243",1541,2,"IMG_0522",1,46.269397,7.350397,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland"
25035251411,"94300341@N06","3d35970d75",1636,2,"high valley brembana",1,46.004354,9.761384,"Branzi","Bergamo","Lombardy","Italy"
25088230956,"92624841@N00","78b5117ed5",1504,2,"Hintere Bahnhofstrasse Aarau",1,47.391267,8.05262,"Aarau","Aarau","Canton of Aargau","Switzerland"
24477620404,"94300341@N06","f81dbe8ab1",1696,2,"high valley brembana",1,46.004354,9.761384,"Branzi","Bergamo","Lombardy","Italy"
24965698711,"89649434@N08","5ff2c35776",1450,2,"L'Arbogne en 10 secondes.",1,46.803541,7.003977,"Montagny","Broye District","Canton of Fribourg","Switzerland"
24907231782,"21580254@N07","d45ffff59d",1525,2,"Loèche-les-Bains",1,46.378313,7.624597,"Leukerbad","Leuk","Canton of Valais","Switzerland"
24210915594,"110839836@N07","72b8a57ae3",1690,2,"My 5 Minuets",1,45.925692,6.867624,"Chamonix","Upper Savoy","Rhone-Alpes","France"
24953152946,"125904973@N06","3527cbdc9c",1693,2,"Caldaia inferiore dell'Otro",1,45.847665,7.936635,"Alagna Valsesia","Vercelli","Piedmont","Italy"
24346188563,"133668227@N02","4bfbb38582",1624,2,"Whiteness of the morning",1,46.562253,6.023597,"Le Marais","Jura","Franche-Comte","France"
24880611916,"66296731@N07","c4050fe5ca",1497,2,"2016-01-01, Basel, IWB",1,47.546581,7.583892,"Basel","Canton of Basel","Canton of Basel-City","Switzerland"
24880590456,"66296731@N07","7baa401048",1644,2,"2016-01-07, Basel, Depot Dreispitz",1,47.537702,7.609384,"Munchenstein","Arlesheim","Canton of Basel-Country","Switzerland"
24804629861,"125904973@N06","5b9a56f8cf",1657,2,"Winter in Valsesia",1,45.846858,7.936935,"Alagna Valsesia","Vercelli","Piedmont","Italy"
24490020379,"64932432@N00","8bfbdc1156",1624,2,"Lucerne, Kapell Bridge",1,47.050885,8.305792,"Luzern","Lucerne","Canton of Lucerne","Switzerland"
24464844949,"67855267@N03","1567e9e4d5",1469,2,"Predelp",1,46.503536,8.795113,"Predelp","Leventina","Canton of Ticino","Switzerland"
24724316991,"64932432@N00","de9de482bf",1578,2,"Baden Mural",1,47.47323,8.308764,"Baden","Canton of Baden","Canton of Aargau","Switzerland"
24813573165,"77808440@N00","3645d17294",1580,2,"Hypnotisé",1,46.849523,6.853709,"Estavayer","Broye District","Canton of Fribourg","Switzerland"
24167481924,"64932432@N00","02b498a7cf",1632,2,"Lucerne, walking in the rain",1,47.054052,8.310019,"Luzern","Lucerne","Canton of Lucerne","Switzerland"
24499792450,"64932432@N00","9f2d4f7698",1699,2,"ni naa ni naa naa sleep pussy cat sleep",1,47.058525,8.310631,"Luzern","Lucerne","Canton of Lucerne","Switzerland"
24152213674,"15265989@N05","a75bb38841",1626,2,"Goog...le",1,47.365469,8.525326,"Zurich","Zurich","Canton of Zurich","Switzerland"
24357853719,"103626549@N03","e778018484",1539,2,"Forêt d'hiver",1,46.447336,6.121036,"","Nyon","Canton of Vaud","Switzerland"
24698740856,"94405244@N03","9596ac4194",1497,2,"Ups and downs",1,46.94865,7.440018,"Bern","Obersimmental-Saanen District","Canton of Berne","Switzerland"
24584763432,"113254492@N04","874169609a",1480,2,"Hide",1,46.948694,7.440233,"Bern","Obersimmental-Saanen District","Canton of Berne","Switzerland"
24668790306,"64932432@N00","91e1415f43",1535,2,"Luzerne",1,47.05188,8.309047,"Luzern","Lucerne","Canton of Lucerne","Switzerland"
24664134246,"89249207@N07","0f57cc2599",1559,2,"Hütten - Ilford XP2",1,47.175093,8.662384,"Hutten","Horgen","Canton of Zurich","Switzerland"
24315128819,"49000081@N03","bd5a5efcdc",1482,2,"Ressaut et petite cascade en aval du ruisseau du trou de l'enfer - Morre",1,47.231284,6.062811,"La Malate","Doubs","Franche-Comte","France"
24649246376,"100774480@N02","3f4fc0343a",1450,2,"Cincle plongeur / White-throated Dipper / Cinclus cinclus",1,46.770533,7.119138,"","Sarine District","Canton of Fribourg","Switzerland"
24046523924,"99249693@N02","b21a814713",1482,2,"Un posto in galleria",1,46.336397,9.444541,"Savogno","Sondrio","Lombardy","Italy"
24368878820,"69775598@N00","55e7e0e3ca",1635,2,"Red Chair",1,47.577625,7.586209,"Huningue","Haut-Rhin","Alsace","France"
24367084080,"21876032@N02","d3c2b437a7",1442,2,"",1,47.151641,8.435255,"Rotkreuz","Zug","Canton of Zug","Switzerland"
24653695875,"34567255@N05","f4480a1cc3",1489,2,"Frozen bridge",1,45.907591,10.479433,"Breno","Brescia","Lombardy","Italy"
24026019213,"72619729@N00","13ce9da6de",1589,2,"Suruggen",1,47.39335,9.508502,"Ruppen","Oberrheintal","Canton of St. Gallen","Switzerland"
24262578579,"34567255@N05","58bfaedef4",1607,2,"Snow plantation",1,45.909211,10.478982,"Breno","Brescia","Lombardy","Italy"
24597524016,"125904973@N06","8140541b05",1642,2,"Snow on the old water mill",1,45.846379,7.936441,"Alagna Valsesia","Vercelli","Piedmont","Italy"
24322701740,"89249207@N07","93ec31b133",1564,2,"Hütten - Ilford XP2",1,47.175093,8.662384,"Hutten","Horgen","Canton of Zurich","Switzerland"
24479832332,"72619729@N00","8b94cc8969",1526,2,"Wie man in den Wald hinein ruft...",1,47.246752,9.599808,"Feldkirch","Feldkirch District","Vorarlberg","Austria"
24197359319,"127139952@N05","f589fb1b9c",1702,2,"20160103_20411.jpg",1,47.117502,7.454994,"","Bucheggberg District","Canton of Solothurn","Switzerland"
24434613662,"31519725@N03","a6bdb6fd0f",1578,2,"No queues today",1,47.45006,9.387785,"Sankt Gallen","St Gallen","Canton of St. Gallen","Switzerland"
24512400905,"25866067@N00","119af476c9",1669,2,"Vereina Tunnel Rail Ferry",1,46.763055,10.095555,"","Inn District","Canton of Graubunden","Switzerland"
23884207384,"25866067@N00","bfb59d00c4",1463,2,"S-chanf, Graubunden",1,46.616666,9.993055,"","Maloja/Maloggia","Canton of Graubunden","Switzerland"
24216833790,"25866067@N00","22f45baa79",1621,2,"S-Chanf, Graubunden",1,46.623888,10.002777,"","Maloja/Maloggia","Canton of Graubunden","Switzerland"
24512399955,"25866067@N00","d20445d7c8",1720,2,"Zernez, Graubunden",1,46.700713,10.094886,"Zernes","Inn District","Canton of Graubunden","Switzerland"
24186033861,"135420200@N02","7c12dbc194",1685,2,"Hidden Alps",1,46.72742,7.629488,"Gwatt","Thun","Canton of Berne","Switzerland"
23858687939,"135420200@N02","492091cd8b",1674,2,"Blowball",1,46.727419,7.629488,"Gwatt","Thun","Canton of Berne","Switzerland"
24246913942,"135420200@N02","967b43a2a8",1681,2,"Driftwood",1,46.727419,7.629488,"Gwatt","Thun","Canton of Berne","Switzerland"
24037310260,"135420200@N02","2233bdbf87",1561,2,"Couloir",1,46.73585,7.676296,"Oberhofen Thun'see","Thun","Canton of Berne","Switzerland"
23627812913,"135420200@N02","db8193cf37",1565,2,"Little Tree",1,46.749608,8.085766,"Ballenberg","Interlaken-Oberhasli District","Canton of Berne","Switzerland"
24115884139,"25108584@N00","6826ec07eb",1517,2,"Berne Old Town",1,46.948358,7.440555,"Bern","Obersimmental-Saanen District","Canton of Berne","Switzerland"
26654873546,"85635543@N00","44a4e6ee4a",1488,2,"IMG_1620",1,47.370852,8.52515,"Zurich","Zurich","Canton of Zurich","Switzerland"
26051167734,"13459110@N00","96491dbd34",1542,2,"IMG_6751",1,47.390469,8.510097,"Zurich","Zurich","Canton of Zurich","Switzerland"
26383700530,"13459110@N00","eb771f3e6a",1659,2,"IMG_6746",1,47.390316,8.509911,"Zurich","Zurich","Canton of Zurich","Switzerland"
26657045765,"13459110@N00","67925fa5b8",1594,2,"IMG_6748",1,47.38985,8.510936,"Zurich","Zurich","Canton of Zurich","Switzerland"
26383700060,"13459110@N00","1d0f679ca1",1468,2,"IMG_6752",1,47.390391,8.510358,"Zurich","Zurich","Canton of Zurich","Switzerland"
26630209876,"13459110@N00","b3f0c9dfa1",1653,2,"IMG_6750",1,47.390519,8.510091,"Zurich","Zurich","Canton of Zurich","Switzerland"
26383699870,"13459110@N00","d810a0d7d4",1695,2,"IMG_6759",1,47.387852,8.519655,"Zurich","Zurich","Canton of Zurich","Switzerland"
26657045385,"13459110@N00","dfbe490989",1690,2,"IMG_6763",1,47.379605,8.537322,"Zurich","Zurich","Canton of Zurich","Switzerland"
26657045525,"13459110@N00","53e1fed8af",1524,2,"IMG_6755",1,47.389755,8.510372,"Zurich","Zurich","Canton of Zurich","Switzerland"
26383699920,"13459110@N00","5efb80f609",1448,2,"IMG_6757",1,47.389869,8.510536,"Zurich","Zurich","Canton of Zurich","Switzerland"
26630209396,"13459110@N00","e2d1d078be",1466,2,"IMG_6760",1,47.379616,8.537597,"Zurich","Zurich","Canton of Zurich","Switzerland"
26630209736,"13459110@N00","e95553097c",1687,2,"IMG_6754",1,47.390175,8.510438,"Zurich","Zurich","Canton of Zurich","Switzerland"
26630209136,"13459110@N00","975ec3edfa",1490,2,"IMG_6780",1,47.390319,8.510308,"Zurich","Zurich","Canton of Zurich","Switzerland"
26657045185,"13459110@N00","5fa1f27a26",1610,2,"IMG_6777",1,47.39033,8.51035,"Zurich","Zurich","Canton of Zurich","Switzerland"
26383699680,"13459110@N00","4340b9d1a4",1614,2,"IMG_6766",1,47.390052,8.509686,"Zurich","Zurich","Canton of Zurich","Switzerland"
26630209026,"13459110@N00","672a3a062d",1473,2,"IMG_6781",1,47.390066,8.510769,"Zurich","Zurich","Canton of Zurich","Switzerland"
26630208606,"13459110@N00","12343a0072",1494,2,"IMG_6789",1,47.389977,8.510786,"Zurich","Zurich","Canton of Zurich","Switzerland"
26630208906,"13459110@N00","f417bb8a5b",1647,2,"IMG_6782",1,47.389502,8.511377,"Zurich","Zurich","Canton of Zurich","Switzerland"
26657044965,"13459110@N00","f9d31c182b",1571,2,"IMG_6783",1,47.390483,8.511394,"Zurich","Zurich","Canton of Zurich","Switzerland"
26657044745,"13459110@N00","996ebd67c7",1640,2,"IMG_6747",1,47.390311,8.509911,"Zurich","Zurich","Canton of Zurich","Switzerland"
26630208036,"13459110@N00","d2eb7b56ee",1503,2,"IMG_6745",1,47.390316,8.509911,"Zurich","Zurich","Canton of Zurich","Switzerland"
26630208186,"13459110@N00","35722ec89a",1580,2,"IMG_6761",1,47.3798,8.537202,"Zurich","Zurich","Canton of Zurich","Switzerland"
26053055443,"13459110@N00","2e633f3ebf",1659,2,"IMG_6753",1,47.390219,8.510375,"Zurich","Zurich","Canton of Zurich","Switzerland"
26630207636,"13459110@N00","2e90319ce3",1665,2,"IMG_6765",1,47.378944,8.538211,"Zurich","Zurich","Canton of Zurich","Switzerland"
26053055293,"13459110@N00","8c315679fa",1480,2,"IMG_6758",1,47.389872,8.510541,"Zurich","Zurich","Canton of Zurich","Switzerland"
26383698080,"13459110@N00","7778920e1e",1644,2,"IMG_6756",1,47.389847,8.510477,"Zurich","Zurich","Canton of Zurich","Switzerland"
26383698250,"13459110@N00","d054b7c6fc",1511,2,"IMG_6749",1,47.390297,8.51045,"Zurich","Zurich","Canton of Zurich","Switzerland"
26657043885,"13459110@N00","20685df4e4",1634,2,"IMG_6778",1,47.390255,8.509997,"Zurich","Zurich","Canton of Zurich","Switzerland"
26383697800,"13459110@N00","90b2cb4fb5",1585,2,"IMG_6776",1,47.390372,8.510652,"Zurich","Zurich","Canton of Zurich","Switzerland"
26053055023,"13459110@N00","b6628371c8",1571,2,"IMG_6786",1,47.390091,8.510083,"Zurich","Zurich","Canton of Zurich","Switzerland"
26383697580,"13459110@N00","48d2daf90f",1698,2,"IMG_6788",1,47.389977,8.510786,"Zurich","Zurich","Canton of Zurich","Switzerland"
26383556540,"13459110@N00","ea994fc467",1681,2,"IMG_6730",1,47.379966,8.537402,"Zurich","Zurich","Canton of Zurich","Switzerland"
26052922313,"13459110@N00","56ef0ed2a7",1509,2,"IMG_6733",1,47.390494,8.511533,"Zurich","Zurich","Canton of Zurich","Switzerland"
26656926325,"13459110@N00","9cba97a0e8",1493,2,"IMG_6736",1,47.390491,8.509833,"Zurich","Zurich","Canton of Zurich","Switzerland"
26591204431,"13459110@N00","3d212e9a22",1546,2,"IMG_6731",1,47.3847,8.53135,"Zurich","Zurich","Canton of Zurich","Switzerland"
26436860972,"141270523@N08","784c653c63",1647,2,"Wolkenspiel am Bietschhorn",1,46.414699,7.770005,"","Raron","Canton of Valais","Switzerland"
26518152175,"107784905@N04","90d3dab8f2",1693,2,"Mésange nonnette - Dompierre/Fribourg/CH_20160103_050-1",1,46.851656,6.990076,"Dompierre","Broye District","Canton of Fribourg","Switzerland"
26206195332,"141639014@N02","bcfee00615",1634,2,"",1,47.586773,6.759896,"Hericourt","Haute-Saone","Franche-Comte","France"
26298622835,"141639014@N02","b7dfef280f",1703,2,"",1,47.586773,6.759896,"Hericourt","Haute-Saone","Franche-Comte","France"
26206182762,"141639014@N02","1af589f374",1514,2,"",1,47.586773,6.759896,"Hericourt","Haute-Saone","Franche-Comte","France"
25665799285,"23848168@N06","217e9c573b",1547,2,"Münsterplatz.",1,47.549372,7.946822,"Stein","Rheinfelden","Canton of Aargau","Switzerland"
25364943710,"23848168@N06","df7146a0bb",1508,2,"Gallustoren.",1,47.557371,7.953629,"","Rheinfelden","Canton of Aargau","Switzerland"
25039012553,"23848168@N06","3edc5f8aa1",1634,2,"Münster Bad Säckingen.",1,47.549372,7.946822,"Stein","Rheinfelden","Canton of Aargau","Switzerland"
24747381899,"128461231@N07","1e67933142",1564,2,"Oltre il Colle imbiancato",1,45.891076,9.766942,"Oltre il Colle","Bergamo","Lombardy","Italy"
24998946836,"21580254@N07","065b672635",1686,2,"Loèche-les-Bains",1,46.378491,7.624812,"Leukerbad","Leuk","Canton of Valais","Switzerland"
24191571523,"124564623@N07","e046090083",1691,2,"Growing on stone",1,47.503294,9.244005,"Sitterdorf","Weinfelden","Canton of Thurgau","Switzerland"
24701956486,"91733444@N08","f1cc48c988",1452,2,"Val Morteratsch",1,46.446633,9.94085,"Morteratsch","Maloja/Maloggia","Canton of Graubunden","Switzerland"
24432631190,"91733444@N08","d1708cd66e",1708,2,"Val Morteratsch",1,46.446658,9.940861,"Morteratsch","Maloja/Maloggia","Canton of Graubunden","Switzerland"
24701951076,"91733444@N08","b40dc07be0",1666,2,"Val Morteratsch",1,46.446683,9.940877,"Morteratsch","Maloja/Maloggia","Canton of Graubunden","Switzerland"
24432624750,"91733444@N08","95ca2df0c1",1650,2,"Piz da Staz mit Mond",1,46.487722,9.906713,"Pontresina","Maloja/Maloggia","Canton of Graubunden","Switzerland"
24712421075,"104077116@N08","7b07eeba26",1697,2,"DSCN0138",1,45.83773,8.621697,"Besozzo","Varese","Lombardy","Italy"
24707027835,"96176984@N02","050bf04483",1492,2,"2016 01 03_0032",1,46.016991,7.744847,"Zermatt","Visp","Canton of Valais","Switzerland"
24411487450,"96176984@N02","8e61d9a648",1542,2,"2016 01 03_0028",1,46.016991,7.744847,"Zermatt","Visp","Canton of Valais","Switzerland"
24397697570,"58169151@N02","5f3cae5ca7",1572,2,"Snow walk above #Sierre  #Walllis #Valais",1,46.320077,7.52745,"Mollens","Sierre","Canton of Valais","Switzerland"
24382792840,"55867792@N03","79edf472fb",1496,2,"",1,47.543213,9.684438,"Lindau","Landkreis Lindau","Bavaria","Germany"
24310632069,"55867792@N03","2954f8114a",1563,2,"",1,47.543219,9.68443,"Lindau","Landkreis Lindau","Bavaria","Germany"
24050139144,"55867792@N03","f281b25880",1659,2,"",1,47.543341,9.684983,"Lindau","Landkreis Lindau","Bavaria","Germany"
24678306885,"55867792@N03","62fe8bc468",1474,2,"",1,47.544597,9.685058,"Lindau","Landkreis Lindau","Bavaria","Germany"
24560516302,"55867792@N03","5de8fb147c",1671,2,"",1,47.543463,9.685194,"Lindau","Landkreis Lindau","Bavaria","Germany"
