"id","owner","secret","server","farm","title","ispublic","lat","lon","locality","county","region","country","isFavorite","dateTaken","views","url"
25121667894,"79953255@N02","50892c0deb",1692,2,"3/366 Xeya",1,47.41618,9.601366,"","Unterrheintal","Canton of St. Gallen","Switzerland",0,"2016-01-03 14:57:04",19,"https://www.flickr.com/photos/aamuru/25121667894/"
25121663484,"79953255@N02","5ac2368d5e",1537,2,"2/366 Lej da Marmorera",1,46.486811,9.64115,"Marmels","Albula District","Canton of Graubunden","Switzerland",0,"2016-01-02 17:26:52",30,"https://www.flickr.com/photos/aamuru/25121663484/"
25639641371,"136399492@N06","d2bbc86e95",1529,2,"Funicolare del Campo dei Fiori, anni '10",1,45.864716,8.781445,"Sacro Monte","Varese","Lombardy","Italy",0,"2016-01-05 22:05:46",18,"https://www.flickr.com/photos/136399492@N06/25639641371/"
25577011891,"10806092@N05","02f8460558",1475,2,"particolari invernali",1,46.531388,10.132222,"Livigno","Sondrio","Lombardy","Italy",0,"2016-01-06 10:57:10",5,"https://www.flickr.com/photos/elisir09/25577011891/"
25042929893,"10806092@N05","e17bf2ec9c",1497,2,"particolari invernali",1,46.523333,10.133333,"Livigno","Sondrio","Lombardy","Italy",0,"2016-01-06 10:57:14",5,"https://www.flickr.com/photos/elisir09/25042929893/"
25550946762,"10806092@N05","782cc30974",1632,2,"particolari invernali",1,46.523333,10.133333,"Livigno","Sondrio","Lombardy","Italy",0,"2016-01-06 10:57:41",5,"https://www.flickr.com/photos/elisir09/25550946762/"
25042920423,"10806092@N05","954370df6e",1467,2,"particolari invernali",1,46.531388,10.132222,"Livigno","Sondrio","Lombardy","Italy",0,"2016-01-06 10:58:58",5,"https://www.flickr.com/photos/elisir09/25042920423/"
25042915433,"10806092@N05","a256ebf843",1505,2,"particolari invernali",1,46.523333,10.132222,"Livigno","Sondrio","Lombardy","Italy",0,"2016-01-06 10:59:00",6,"https://www.flickr.com/photos/elisir09/25042915433/"
25576986251,"10806092@N05","5e1bfd8cd0",1648,2,"particolari invernali",1,46.531388,10.132222,"Livigno","Sondrio","Lombardy","Italy",0,"2016-01-06 11:00:13",7,"https://www.flickr.com/photos/elisir09/25576986251/"
25039365714,"97936084@N05","04249d7193",1513,2,"Die Alpen vom Fellhorn aus gesehen",1,47.344347,10.212183,"Kirche","Bregenz District","Vorarlberg","Austria",0,"2016-01-01 15:14:32",9,"https://www.flickr.com/photos/bildkistl/25039365714/"
25466117062,"94300341@N06","711cde0a57",1441,2,"high valley brembana",1,46.002417,9.759979,"Branzi","Bergamo","Lombardy","Italy",0,"2016-01-03 08:53:34",6,"https://www.flickr.com/photos/94300341@N06/25466117062/"
25445247442,"102981093@N04","9587ae60aa",1584,2,"BusinessJet_E135_M-AAKV_AAK Company_ZRH_20160102_MG_8534_Colormailer_Flickr",1,47.454422,8.566697,"Zurich","Zurich","Canton of Zurich","Switzerland",0,"2016-01-02 14:22:47",156,"https://www.flickr.com/photos/brunogeiger/25445247442/"
25268052690,"102981093@N04","a35951dedc",1646,2,"Qatar Amiri Flight_A332_A7-HHM_non standard cs_ZRH_20160102_MG_8326_Colormailer_Flickr",1,47.448899,8.562175,"Zurich","Zurich","Canton of Zurich","Switzerland",0,"2016-01-02 10:34:08",173,"https://www.flickr.com/photos/brunogeiger/25268052690/"
25443409072,"102981093@N04","6b17a22cc6",1494,2,"EasyJet_A320_G-EZOL_250th aircraft cs_ZRH_20160102_MG_8274_Colormailer_Flickr",1,47.448611,8.561791,"Zurich","Zurich","Canton of Zurich","Switzerland",0,"2016-01-02 09:01:13",257,"https://www.flickr.com/photos/brunogeiger/25443409072/"
25528734026,"102981093@N04","f5de2e8822",1625,2,"BusinessJet_A319_VT-IAH_Reliance Aviation_ZRH_20160102_MG_8513_Colormailer_Flickr",1,47.454188,8.567147,"Zurich","Zurich","Canton of Zurich","Switzerland",0,"2016-01-02 14:17:31",323,"https://www.flickr.com/photos/brunogeiger/25528734026/"
25436273722,"102981093@N04","c56445ba06",1677,2,"Astra Airlines_A320_SX-DIO__ZRH_20160102_MG_8351_Colormailer_Flickr",1,47.453552,8.567772,"Zurich","Zurich","Canton of Zurich","Switzerland",0,"2016-01-02 11:19:58",445,"https://www.flickr.com/photos/brunogeiger/25436273722/"
25259138930,"102981093@N04","d88a8bcd19",1500,2,"Qatar Amiri Flight_A320_A7-MBK_Qatar Airways cs_ZRH_20160101_MG_8126_Colormailer_Flickr",1,47.448661,8.559138,"Zurich","Zurich","Canton of Zurich","Switzerland",0,"2016-01-01 15:53:57",291,"https://www.flickr.com/photos/brunogeiger/25259138930/"
25554696345,"102981093@N04","ae4a659d75",1677,2,"Qatar Amiri Flight_A319_A7-MHH_non standard cs_ZRH_20160101_MG_8205_Colormailer_Flickr",1,47.449036,8.562886,"Zurich","Zurich","Canton of Zurich","Switzerland",0,"2016-01-01 16:24:49",293,"https://www.flickr.com/photos/brunogeiger/25554696345/"
24900894654,"36477533@N00","331816a812",1468,2,"New Years Day",1,47.457866,9.961731,"Hittisau","Bregenz District","Vorarlberg","Austria",0,"2016-01-01 22:43:30",18,"https://www.flickr.com/photos/soundman2006/24900894654/"
25513521495,"81873680@N00","c4150d4ce2",1672,2,"20160101-_DSC0933",1,47.138186,8.590561,"Mittenageri","Zug","Canton of Zug","Switzerland",0,"2016-01-01 16:04:24",19,"https://www.flickr.com/photos/ferminator/25513521495/"
24757369553,"29341615@N03","8e1d9e4750",1504,2,"20160101-143645",1,47.134563,7.200725,"","Biel-Bienne District","Canton of Berne","Switzerland",0,"2016-01-01 14:36:45",34,"https://www.flickr.com/photos/bolley/24757369553/"
25265812882,"29341615@N03","e323744855",1555,2,"20160101-143406",1,47.134255,7.200938,"","Biel-Bienne District","Canton of Berne","Switzerland",0,"2016-01-01 14:34:06",26,"https://www.flickr.com/photos/bolley/25265812882/"
25291054671,"29341615@N03","81fd0dc82e",1556,2,"20160101-143333",1,47.134477,7.200747,"","Biel-Bienne District","Canton of Berne","Switzerland",0,"2016-01-01 14:33:33",27,"https://www.flickr.com/photos/bolley/25291054671/"
25165023856,"124676845@N06","6949bac91b",1634,2,"Jesuit Church in Solothurn",1,47.207973,7.538176,"Solothurn","Solothurn","Canton of Solothurn","Switzerland",0,"2016-01-04 15:55:50",3335,"https://www.flickr.com/photos/ernst-christen/25165023856/"
25244041496,"77808440@N00","6842c19a09",1499,2,"Les deux frères",1,46.849523,6.853709,"Estavayer","Broye District","Canton of Fribourg","Switzerland",0,"2016-01-03 10:23:58",417,"https://www.flickr.com/photos/rapino/25244041496/"
25177163761,"77808440@N00","1d5fa919c1",1689,2,"Sofia",1,46.849523,6.853709,"Estavayer","Broye District","Canton of Fribourg","Switzerland",0,"2016-01-03 11:10:54",530,"https://www.flickr.com/photos/rapino/25177163761/"
24639677854,"77808440@N00","b7ed16f5fd",1589,2,"Bass....Fanny",1,46.849523,6.853709,"Estavayer","Broye District","Canton of Fribourg","Switzerland",0,"2016-01-03 10:21:47",423,"https://www.flickr.com/photos/rapino/24639677854/"
25177163721,"77808440@N00","35ab9c06b8",1711,2,"Fanny",1,46.849523,6.853709,"Estavayer","Broye District","Canton of Fribourg","Switzerland",0,"2016-01-03 11:09:25",455,"https://www.flickr.com/photos/rapino/25177163721/"
24551456833,"82667562@N00","05b299ec0e",1627,2,"20160106_135031",1,47.235555,7.170555,"","Jura Bernois District","Canton of Berne","Switzerland",0,"2016-01-06 13:50:30",27,"https://www.flickr.com/photos/82667562@N00/24551456833/"
24547598124,"82667562@N00","fce09b269b",1671,2,"20160106_135414",1,47.252222,7.181388,"","Jura Bernois District","Canton of Berne","Switzerland",0,"2016-01-06 13:54:14",26,"https://www.flickr.com/photos/82667562@N00/24547598124/"
24810580709,"82667562@N00","817d757184",1460,2,"20160106_135607",1,47.265,7.169444,"","Jura Bernois District","Canton of Berne","Switzerland",0,"2016-01-06 13:56:07",28,"https://www.flickr.com/photos/82667562@N00/24810580709/"
25178291135,"82667562@N00","7e4b439422",1627,2,"20160106_140037",1,47.279722,7.227777,"","Jura Bernois District","Canton of Berne","Switzerland",0,"2016-01-06 14:00:37",28,"https://www.flickr.com/photos/82667562@N00/25178291135/"
24882649500,"82667562@N00","d8d8577a0c",1472,2,"20160106_140040",1,47.279444,7.228333,"","Jura Bernois District","Canton of Berne","Switzerland",0,"2016-01-06 14:00:40",29,"https://www.flickr.com/photos/82667562@N00/24882649500/"
24810576729,"82667562@N00","628a375a0b",1616,2,"20160106_140134",1,47.281111,7.227777,"","Jura Bernois District","Canton of Berne","Switzerland",0,"2016-01-06 14:01:34",28,"https://www.flickr.com/photos/82667562@N00/24810576729/"
25085050741,"82667562@N00","c727d87756",1718,2,"20160106_140230",1,47.286944,7.226388,"","Jura Bernois District","Canton of Berne","Switzerland",0,"2016-01-06 14:02:30",28,"https://www.flickr.com/photos/82667562@N00/25085050741/"
25085049311,"82667562@N00","c43ae4d067",1702,2,"20160106_140539",1,47.304444,7.2225,"Undervelier","Delemont","Canton of Jura","Switzerland",0,"2016-01-06 14:05:39",29,"https://www.flickr.com/photos/82667562@N00/25085049311/"
25151942616,"82667562@N00","9d87be9679",1714,2,"20160106_140844",1,47.309444,7.219444,"","Delemont","Canton of Jura","Switzerland",0,"2016-01-06 14:08:44",28,"https://www.flickr.com/photos/82667562@N00/25151942616/"
24882641890,"82667562@N00","5abeed2568",1634,2,"20160106_140904",1,47.309444,7.219444,"","Delemont","Canton of Jura","Switzerland",0,"2016-01-06 14:09:04",28,"https://www.flickr.com/photos/82667562@N00/24882641890/"
24547586534,"82667562@N00","31558a76f7",1508,2,"20160106_140913",1,47.309444,7.219444,"","Delemont","Canton of Jura","Switzerland",0,"2016-01-06 14:09:12",28,"https://www.flickr.com/photos/82667562@N00/24547586534/"
24547584984,"82667562@N00","b87b67afd9",1647,2,"20160106_140931",1,47.309444,7.219444,"","Delemont","Canton of Jura","Switzerland",0,"2016-01-06 14:09:31",29,"https://www.flickr.com/photos/82667562@N00/24547584984/"
24547583624,"82667562@N00","6a69814495",1656,2,"20160106_141212",1,47.309444,7.219166,"","Delemont","Canton of Jura","Switzerland",0,"2016-01-06 14:12:12",29,"https://www.flickr.com/photos/82667562@N00/24547583624/"
24810565499,"82667562@N00","0fc6222c60",1450,2,"20160106_141224",1,47.309444,7.219166,"","Delemont","Canton of Jura","Switzerland",0,"2016-01-06 14:12:23",30,"https://www.flickr.com/photos/82667562@N00/24810565499/"
25060014732,"82667562@N00","6a033e10fe",1468,2,"20160106_142021",1,47.336111,7.205833,"Glovelier","Delemont","Canton of Jura","Switzerland",0,"2016-01-06 14:20:21",30,"https://www.flickr.com/photos/82667562@N00/25060014732/"
25175999255,"134299228@N04","7a6c27b2ce",1453,2,"IMG_0521",1,46.269405,7.35038,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland",0,"2016-01-03 15:33:03",2,"https://www.flickr.com/photos/134299228@N04/25175999255/"
25175994185,"134299228@N04","02dc49f399",1584,2,"IMG_0523",1,46.269397,7.350402,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland",0,"2016-01-03 15:33:16",2,"https://www.flickr.com/photos/134299228@N04/25175994185/"
24880334450,"134299228@N04","c662913a30",1533,2,"IMG_0527",1,46.269433,7.350377,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland",0,"2016-01-03 15:37:23",2,"https://www.flickr.com/photos/134299228@N04/24880334450/"
24808257689,"134299228@N04","56914f5cf4",1669,2,"IMG_0528",1,46.269433,7.350377,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland",0,"2016-01-03 15:37:26",3,"https://www.flickr.com/photos/134299228@N04/24808257689/"
25082728001,"134299228@N04","d6049a3bb7",1594,2,"IMG_0529",1,46.269433,7.350377,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland",0,"2016-01-03 15:37:37",3,"https://www.flickr.com/photos/134299228@N04/25082728001/"
24545267064,"134299228@N04","840d1a6414",1595,2,"IMG_0514",1,46.269416,7.350388,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland",0,"2016-01-03 15:32:17",2,"https://www.flickr.com/photos/134299228@N04/24545267064/"
24880318780,"134299228@N04","f85bd04f7b",1510,2,"IMG_0515",1,46.269405,7.35038,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland",0,"2016-01-03 15:32:21",2,"https://www.flickr.com/photos/134299228@N04/24880318780/"
25175957745,"134299228@N04","135c238e64",1646,2,"IMG_0516",1,46.269405,7.35038,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland",0,"2016-01-03 15:32:28",2,"https://www.flickr.com/photos/134299228@N04/25175957745/"
25175931715,"134299228@N04","f9100ef243",1541,2,"IMG_0522",1,46.269397,7.350397,"Mayens-de-la-Zour","Sion","Canton of Valais","Switzerland",0,"2016-01-03 15:33:12",2,"https://www.flickr.com/photos/134299228@N04/25175931715/"
25035251411,"94300341@N06","3d35970d75",1636,2,"high valley brembana",1,46.004354,9.761384,"Branzi","Bergamo","Lombardy","Italy",0,"2016-01-03 09:32:40",9,"https://www.flickr.com/photos/94300341@N06/25035251411/"
25088230956,"92624841@N00","78b5117ed5",1504,2,"Hintere Bahnhofstrasse Aarau",1,47.391267,8.05262,"Aarau","Aarau","Canton of Aargau","Switzerland",0,"2016-01-05 23:38:46",1585,"https://www.flickr.com/photos/swissrunner/25088230956/"
24477620404,"94300341@N06","f81dbe8ab1",1696,2,"high valley brembana",1,46.004354,9.761384,"Branzi","Bergamo","Lombardy","Italy",0,"2016-01-03 09:35:31",11,"https://www.flickr.com/photos/94300341@N06/24477620404/"
24965698711,"89649434@N08","5ff2c35776",1450,2,"L'Arbogne en 10 secondes.",1,46.803541,7.003977,"Montagny","Broye District","Canton of Fribourg","Switzerland",0,"2016-01-03 08:28:47",428,"https://www.flickr.com/photos/89649434@N08/24965698711/"
24907231782,"21580254@N07","d45ffff59d",1525,2,"Loèche-les-Bains",1,46.378313,7.624597,"Leukerbad","Leuk","Canton of Valais","Switzerland",0,"2016-01-03 10:59:47",425,"https://www.flickr.com/photos/perlmic/24907231782/"
24210915594,"110839836@N07","72b8a57ae3",1690,2,"My 5 Minuets",1,45.925692,6.867624,"Chamonix","Upper Savoy","Rhone-Alpes","France",0,"2016-01-04 22:45:46",2006,"https://www.flickr.com/photos/andygocher/24210915594/"
24953152946,"125904973@N06","3527cbdc9c",1693,2,"Caldaia inferiore dell'Otro",1,45.847665,7.936635,"Alagna Valsesia","Vercelli","Piedmont","Italy",0,"2016-01-04 16:12:18",1694,"https://www.flickr.com/photos/125904973@N06/24953152946/"
24346188563,"133668227@N02","4bfbb38582",1624,2,"Whiteness of the morning",1,46.562253,6.023597,"Le Marais","Jura","Franche-Comte","France",0,"2016-01-03 11:37:15",20,"https://www.flickr.com/photos/133668227@N02/24346188563/"
24880611916,"66296731@N07","c4050fe5ca",1497,2,"2016-01-01, Basel, IWB",1,47.546581,7.583892,"Basel","Canton of Basel","Canton of Basel-City","Switzerland",0,"2016-01-01 14:38:14",1011,"https://www.flickr.com/photos/fototak/24880611916/"
24880590456,"66296731@N07","7baa401048",1644,2,"2016-01-07, Basel, Depot Dreispitz",1,47.537702,7.609384,"Munchenstein","Arlesheim","Canton of Basel-Country","Switzerland",0,"2016-01-07 12:28:06",1362,"https://www.flickr.com/photos/fototak/24880590456/"
24804629861,"125904973@N06","5b9a56f8cf",1657,2,"Winter in Valsesia",1,45.846858,7.936935,"Alagna Valsesia","Vercelli","Piedmont","Italy",0,"2016-01-04 16:21:24",1013,"https://www.flickr.com/photos/125904973@N06/24804629861/"
24490020379,"64932432@N00","8bfbdc1156",1624,2,"Lucerne, Kapell Bridge",1,47.050885,8.305792,"Luzern","Lucerne","Canton of Lucerne","Switzerland",0,"2016-01-02 13:52:01",91,"https://www.flickr.com/photos/difermo/24490020379/"
24464844949,"67855267@N03","1567e9e4d5",1469,2,"Predelp",1,46.503536,8.795113,"Predelp","Leventina","Canton of Ticino","Switzerland",0,"2016-01-04 12:39:27",74,"https://www.flickr.com/photos/saneve/24464844949/"
24724316991,"64932432@N00","de9de482bf",1578,2,"Baden Mural",1,47.47323,8.308764,"Baden","Canton of Baden","Canton of Aargau","Switzerland",0,"2016-01-01 15:41:23",675,"https://www.flickr.com/photos/difermo/24724316991/"
24813573165,"77808440@N00","3645d17294",1580,2,"Hypnotisé",1,46.849523,6.853709,"Estavayer","Broye District","Canton of Fribourg","Switzerland",0,"2016-01-03 11:28:26",1098,"https://www.flickr.com/photos/rapino/24813573165/"
24167481924,"64932432@N00","02b498a7cf",1632,2,"Lucerne, walking in the rain",1,47.054052,8.310019,"Luzern","Lucerne","Canton of Lucerne","Switzerland",0,"2016-01-02 18:24:20",620,"https://www.flickr.com/photos/difermo/24167481924/"
24499792450,"64932432@N00","9f2d4f7698",1699,2,"ni naa ni naa naa sleep pussy cat sleep",1,47.058525,8.310631,"Luzern","Lucerne","Canton of Lucerne","Switzerland",0,"2016-01-02 18:38:55",1297,"https://www.flickr.com/photos/difermo/24499792450/"
24152213674,"15265989@N05","a75bb38841",1626,2,"Goog...le",1,47.365469,8.525326,"Zurich","Zurich","Canton of Zurich","Switzerland",0,"2016-01-03 16:58:50",1712,"https://www.flickr.com/photos/_maekke_/24152213674/"
24357853719,"103626549@N03","e778018484",1539,2,"Forêt d'hiver",1,46.447336,6.121036,"","Nyon","Canton of Vaud","Switzerland",0,"2016-01-03 08:47:23",12,"https://www.flickr.com/photos/olivier-richardet/24357853719/"
24698740856,"94405244@N03","9596ac4194",1497,2,"Ups and downs",1,46.94865,7.440018,"Bern","Obersimmental-Saanen District","Canton of Berne","Switzerland",0,"2016-01-05 08:06:22",2138,"https://www.flickr.com/photos/leuzi/24698740856/"
24584763432,"113254492@N04","874169609a",1480,2,"Hide",1,46.948694,7.440233,"Bern","Obersimmental-Saanen District","Canton of Berne","Switzerland",0,"2016-01-04 17:56:59",4374,"https://www.flickr.com/photos/113254492@N04/24584763432/"
24668790306,"64932432@N00","91e1415f43",1535,2,"Luzerne",1,47.05188,8.309047,"Luzern","Lucerne","Canton of Lucerne","Switzerland",0,"2016-01-02 12:52:00",66,"https://www.flickr.com/photos/difermo/24668790306/"
24664134246,"89249207@N07","0f57cc2599",1559,2,"Hütten - Ilford XP2",1,47.175093,8.662384,"Hutten","Horgen","Canton of Zurich","Switzerland",0,"2016-01-05 11:01:11",5258,"https://www.flickr.com/photos/ric_capucho/24664134246/"
24315128819,"49000081@N03","bd5a5efcdc",1482,2,"Ressaut et petite cascade en aval du ruisseau du trou de l'enfer - Morre",1,47.231284,6.062811,"La Malate","Doubs","Franche-Comte","France",0,"2016-01-05 23:55:58",581,"https://www.flickr.com/photos/francky25/24315128819/"
24649246376,"100774480@N02","3f4fc0343a",1450,2,"Cincle plongeur / White-throated Dipper / Cinclus cinclus",1,46.770533,7.119138,"","Sarine District","Canton of Fribourg","Switzerland",0,"2016-01-06 14:36:55",56,"https://www.flickr.com/photos/vincentadamo/24649246376/"
24046523924,"99249693@N02","b21a814713",1482,2,"Un posto in galleria",1,46.336397,9.444541,"Savogno","Sondrio","Lombardy","Italy",0,"2016-01-03 12:20:02",3053,"https://www.flickr.com/photos/99249693@N02/24046523924/"
24368878820,"69775598@N00","55e7e0e3ca",1635,2,"Red Chair",1,47.577625,7.586209,"Huningue","Haut-Rhin","Alsace","France",0,"2016-01-01 16:57:52",681,"https://www.flickr.com/photos/mawas/24368878820/"
24367084080,"21876032@N02","d3c2b437a7",1442,2,"",1,47.151641,8.435255,"Rotkreuz","Zug","Canton of Zug","Switzerland",0,"2016-01-07 08:03:26",23,"https://www.flickr.com/photos/21876032@N02/24367084080/"
24653695875,"34567255@N05","f4480a1cc3",1489,2,"Frozen bridge",1,45.907591,10.479433,"Breno","Brescia","Lombardy","Italy",0,"2016-01-06 12:12:46",1623,"https://www.flickr.com/photos/priovit70/24653695875/"
24026019213,"72619729@N00","13ce9da6de",1589,2,"Suruggen",1,47.39335,9.508502,"Ruppen","Oberrheintal","Canton of St. Gallen","Switzerland",0,"2016-01-03 11:20:05",312,"https://www.flickr.com/photos/moning/24026019213/"
24262578579,"34567255@N05","58bfaedef4",1607,2,"Snow plantation",1,45.909211,10.478982,"Breno","Brescia","Lombardy","Italy",0,"2016-01-06 12:14:44",1675,"https://www.flickr.com/photos/priovit70/24262578579/"
24597524016,"125904973@N06","8140541b05",1642,2,"Snow on the old water mill",1,45.846379,7.936441,"Alagna Valsesia","Vercelli","Piedmont","Italy",0,"2016-01-04 15:59:41",1855,"https://www.flickr.com/photos/125904973@N06/24597524016/"
24322701740,"89249207@N07","93ec31b133",1564,2,"Hütten - Ilford XP2",1,47.175093,8.662384,"Hutten","Horgen","Canton of Zurich","Switzerland",0,"2016-01-05 11:00:51",4931,"https://www.flickr.com/photos/ric_capucho/24322701740/"
24479832332,"72619729@N00","8b94cc8969",1526,2,"Wie man in den Wald hinein ruft...",1,47.246752,9.599808,"Feldkirch","Feldkirch District","Vorarlberg","Austria",0,"2016-01-01 11:28:33",530,"https://www.flickr.com/photos/moning/24479832332/"
24197359319,"127139952@N05","f589fb1b9c",1702,2,"20160103_20411.jpg",1,47.117502,7.454994,"","Bucheggberg District","Canton of Solothurn","Switzerland",0,"2016-01-03 12:23:57",23,"https://www.flickr.com/photos/127139952@N05/24197359319/"
24434613662,"31519725@N03","a6bdb6fd0f",1578,2,"No queues today",1,47.45006,9.387785,"Sankt Gallen","St Gallen","Canton of St. Gallen","Switzerland",0,"2016-01-01 22:00:56",969,"https://www.flickr.com/photos/31519725@N03/24434613662/"
24512400905,"25866067@N00","119af476c9",1669,2,"Vereina Tunnel Rail Ferry",1,46.763055,10.095555,"","Inn District","Canton of Graubunden","Switzerland",0,"2016-01-03 10:10:43",147,"https://www.flickr.com/photos/peace-on-earth_org/24512400905/"
